,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,actual_income,predicted_income
30545,47, Private,46044, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K, >50K
12522,46, State-gov,30219, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States, >50K, <=50K
25641,27, Private,167737, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K, <=50K
23995,42, Self-emp-inc,120277, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
23475,29, Private,201155, 9th,5, Never-married, Sales, Not-in-family, White, Female,48, United-States, <=50K, <=50K
12510,34, Private,120959, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K, <=50K
31046,19, Private,117444, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
10295,51, Local-gov,108435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
14540,38, Local-gov,218184, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,40, Mexico, <=50K, <=50K
3075,18, Private,130849, Some-college,10, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K, <=50K
20663,41, Local-gov,81054, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,25, United-States, <=50K, <=50K
13810,33,ffill,186824, Some-college,10, Never-married,ffill, Own-child, White, Male,40, United-States, <=50K, <=50K
20125,39, Private,173476, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, >50K
17311,50, Local-gov,172175, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
17313,40, Private,336707, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Female,60, United-States, <=50K, <=50K
2438,20, Private,100188, Some-college,10, Never-married, Tech-support, Own-child, White, Female,24, United-States, <=50K, <=50K
5103,33, Private,205649, Assoc-acdm,12, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,20, United-States, <=50K, <=50K
515,57,ffill,222216, Assoc-voc,11, Widowed,ffill, Unmarried, White, Female,38, United-States, <=50K, <=50K
21772,30, Private,100734, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K, >50K
10954,44, Private,173590, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3, United-States, <=50K, >50K
541,29, Private,133937, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K, <=50K
18210,32,ffill,30499, Bachelors,13, Divorced,ffill, Unmarried, White, Female,32, United-States, <=50K, <=50K
13267,36, Private,269722, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K, >50K
21753,62, Private,143312, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,60, United-States, <=50K, <=50K
14163,66, Private,169804, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, >50K
24714,37, Private,120590, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K, <=50K
14478,38, Private,85244, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K, <=50K
799,43, Private,274363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, England, >50K, >50K
22082,19,ffill,225775, Some-college,10, Never-married,ffill, Own-child, White, Male,40, United-States, <=50K, <=50K
23784,29, Private,100579, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K, <=50K
31114,40, Local-gov,333530, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K, >50K
17574,49, Self-emp-not-inc,162856, Some-college,10, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States, <=50K, <=50K
2094,22,ffill,27937, Some-college,10, Never-married,ffill, Own-child, White, Male,36, United-States, <=50K, <=50K
5346,23, Private,224424, Bachelors,13, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K, <=50K
30566,22, Private,396895, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,35, Mexico, <=50K, <=50K
30184,38, Private,187870, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,90, United-States, >50K, >50K
5713,19, State-gov,165289, Some-college,10, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K, <=50K
8716,29, Self-emp-not-inc,240172, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,50, United-States, <=50K, <=50K
29649,34, Private,100593, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,6, United-States, <=50K, <=50K
22976,36, Private,198841, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
6346,23, Private,189461, HS-grad,9, Never-married, Sales, Other-relative, White, Male,55, United-States, <=50K, <=50K
24216,22, Private,362623, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
11351,48, Local-gov,148121, Bachelors,13, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, Philippines, <=50K, <=50K
26138,68, Private,148874, 9th,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,44, United-States, <=50K, <=50K
7587,46, Local-gov,202560, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
1239,42, Private,65372, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K, <=50K
14110,30, Private,29522, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K, <=50K
1179,24, Local-gov,289886, 11th,7, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,45, United-States, <=50K, <=50K
12590,44, State-gov,154176, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
14254,39, Self-emp-inc,239755, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K, >50K
6826,33, Private,376483, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
8394,45, Private,337825, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
6932,56, Private,290641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
24439,38, Private,207568, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
29588,43, Self-emp-inc,130126, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K, >50K
24859,63, Self-emp-not-inc,344128, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K, <=50K
27902,41, Private,191814, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Male,40, United-States, <=50K, <=50K
28759,50, Self-emp-not-inc,183915, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K, <=50K
15981,18, Private,210026, 10th,6, Never-married, Other-service, Other-relative, White, Female,40, United-States, <=50K, <=50K
9363,19, Private,158343, Some-college,10, Never-married, Tech-support, Own-child, White, Female,40,ffill, <=50K, <=50K
30629,23, Local-gov,157331, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
22667,43, Self-emp-not-inc,260696, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,20, United-States, <=50K, <=50K
30955,44,ffill,248876, Bachelors,13, Divorced,ffill, Not-in-family, White, Male,50, United-States, <=50K, <=50K
5112,29, Self-emp-not-inc,160786, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K, <=50K
16628,62, Self-emp-not-inc,115176, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States, <=50K, <=50K
1421,40, Private,256202, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K, <=50K
13195,35, Self-emp-not-inc,350247, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K, >50K
18945,50, State-gov,133014, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K, >50K
9469,40, Private,266084, Some-college,10, Divorced, Craft-repair, Other-relative, White, Male,50, United-States, <=50K, <=50K
11374,31, Private,80933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, <=50K, <=50K
28368,33, Local-gov,246291, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,46, United-States, <=50K, <=50K
26417,24, Private,267706, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,45, United-States, <=50K, <=50K
18409,24, Private,32921, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,50, United-States, <=50K, <=50K
30115,18, Private,266681, 11th,7, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K, <=50K
6960,36, Private,334291, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, <=50K
19003,44, Private,57233, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K, >50K
581,57, Private,69884, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, <=50K
29732,45, Self-emp-not-inc,123681, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, United-States, <=50K, >50K
17911,48, Federal-gov,247043, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K, <=50K
27921,25, Private,248990, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, Mexico, <=50K, <=50K
8190,45, Self-emp-not-inc,160962, Some-college,10, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K, <=50K
11047,68, Private,186943, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,8, United-States, <=50K, <=50K
24620,34, Private,176648, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,42, United-States, <=50K, <=50K
25181,45, Private,201865, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,40, United-States, <=50K, >50K
28747,36, Private,207789, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,52, United-States, <=50K, <=50K
30823,36, Private,134367, HS-grad,9, Divorced, Other-service, Own-child, White, Female,30, United-States, <=50K, <=50K
17781,27, Private,204648, Assoc-voc,11, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K, <=50K
14778,36, Self-emp-not-inc,151094, Assoc-voc,11, Separated, Exec-managerial, Not-in-family, White, Male,48, United-States, <=50K, <=50K
13718,36, Local-gov,116892, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
20,40, Private,193524, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K, >50K
20441,42, Self-emp-not-inc,217826, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,25, Jamaica, <=50K, <=50K
27408,41, State-gov,29324, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K, <=50K
11520,48, Private,80430, 11th,7, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K, <=50K
19342,33, Private,35309, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,40,ffill, <=50K, <=50K
32267,31, Private,47151, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,56, United-States, <=50K, <=50K
17951,33, Self-emp-inc,128016, HS-grad,9, Widowed, Sales, Unmarried, White, Female,40, United-States, <=50K, <=50K
11099,36, Private,99146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, >50K, <=50K
1778,17,ffill,228373, 10th,6, Never-married,ffill, Own-child, White, Male,30, United-States, <=50K, <=50K
30929,63, Private,294009, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
14946,18, Private,395026, 11th,7, Never-married, Other-service, Own-child, White, Male,12, United-States, <=50K, <=50K
31300,39, Private,104089, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K, <=50K
26,19, Private,168294, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
22876,23, Private,376416, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K, <=50K
5885,32, State-gov,304212, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K, <=50K
24305,49, Self-emp-inc,213140, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K, >50K
19190,35, Private,192251, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,40, United-States, <=50K, <=50K
16598,73, Self-emp-not-inc,102510, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, United-States, >50K, <=50K
3423,43, Private,218558, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K, <=50K
19905,25, Local-gov,366796, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
6251,42, Private,113324, HS-grad,9, Widowed, Sales, Unmarried, White, Male,40, United-States, <=50K, <=50K
8202,18, Private,274057, 11th,7, Never-married, Other-service, Own-child, Black, Male,8, United-States, <=50K, <=50K
18597,23, State-gov,279243, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K, <=50K
17914,37, Private,151835, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K, >50K
2136,61, Private,120933, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,40, United-States, <=50K, <=50K
13115,51, Private,169112, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, >50K
22548,21, Private,141453, HS-grad,9, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K, <=50K
2998,38, Private,234962, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,30, Mexico, <=50K, <=50K
20808,55, Private,141326, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
30831,38, Private,181716, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K, <=50K
21374,26, Private,354784, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,20, United-States, <=50K, <=50K
5566,47, Private,164113, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, >50K, <=50K
15342,27, Private,221166, 9th,5, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K, <=50K
10360,65, Private,190568, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,36, United-States, <=50K, <=50K
484,52,ffill,271749, 12th,8, Never-married,ffill, Other-relative, Black, Male,40, United-States, <=50K, <=50K
13964,19, Private,170800, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K, <=50K
